# Initial mass = 1.000, Z =  0.0028, Y =  0.250, M_mix = 0.00E+00
# Final mass = 0.651, Mass expelled =   0.3490
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i) 
 bi  83   2.001003  1.351003  2.043693  1.46834E-08  1.95113E-08  1.96904E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.7316   1.3516   1.9939   0.6423   0.6659
# Initial mass = 2.000, Z =  0.0028, Y =  0.250, M_mix = 6.00E-03
# Final mass = 0.659, Mass expelled =   1.3410
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  7.06647E-01 -6.23543E-02  9.47613E-01
 he   2  11.006639  0.076639  0.771261  2.84949E-01  4.66292E-02  3.82116E-01
  c   6   8.981833  0.511833  1.206455  8.07522E-03  1.01488E-02  1.08289E-02
  n   7   7.595407 -0.274592  0.420030  3.86807E-04  3.19487E-04  5.18708E-04
  o   8   8.190084 -0.539916  0.154706  1.73747E-03  7.03632E-04  2.32995E-03
  f   9   5.164009  0.704009  1.398631  1.94294E-06  2.50036E-06  2.60548E-06
 ne  10   8.316093  0.346094  1.040716  2.92925E-03  3.56679E-03  3.92812E-03
 na  11   6.733504  0.423504  1.118126  8.72540E-05  1.08001E-04  1.17008E-04
 mg  12   7.099734 -0.540266  0.154356  2.14374E-04  8.39214E-05  2.87475E-04
 al  13   5.832114 -0.637886  0.056736  1.28508E-05  1.95500E-06  1.72329E-05
 si  14   6.861798 -0.688202  0.006420  1.43229E-04  8.73188E-07  1.92070E-04
  p  15   4.930157 -0.539843  0.154779  1.84883E-06  7.25452E-07  2.47928E-06
  s  16   6.468010 -0.691989  0.002633  6.60364E-05 -3.69342E-07  8.85548E-05
 cl  17   4.574665 -0.655335  0.039287  9.33382E-07  9.65098E-08  1.25167E-06
 ar  18   5.746397 -0.693603  0.001019  1.56183E-05 -1.65306E-07  2.09442E-05
  k  19   4.402433 -0.677567  0.017055  6.92356E-07  2.77726E-08  9.28450E-07
 ca  20   5.595521 -0.694479  0.000143  1.10705E-05 -1.47098E-07  1.48456E-05
 sc  21   2.486528 -0.563472  0.131150  9.66180E-09  3.27871E-09  1.29565E-08
 ti  22   4.260211 -0.649789  0.044833  6.10926E-07  7.27601E-08  8.19252E-07
  v  23   3.269922 -0.690078  0.004544  6.64875E-08  2.44320E-10  8.91597E-08
 cr  24   4.928754 -0.711246 -0.016624  3.09361E-06 -1.69703E-08  4.14853E-06
 mn  25   4.799654 -0.680346  0.014276  2.42811E-06  7.28719E-08  3.25609E-06
 fe  26   6.845378 -0.694622  0.000000  2.74223E-04 -3.77782E-06  3.67733E-04
 co  27   4.274293 -0.595706  0.098916  7.76952E-07  2.03698E-07  1.04189E-06
 ni  28   5.516433 -0.683567  0.011055  1.35133E-05  2.73825E-07  1.81213E-05
 cu  29   3.763918 -0.486082  0.208540  2.58671E-07  1.30070E-07  3.46878E-07
 zn  30   4.111173 -0.518827  0.175795  5.92315E-07  2.58953E-07  7.94295E-07
 ga  31   2.977082 -0.102918  0.591704  4.63661E-08  4.60940E-08  6.21769E-08
 ge  32   3.496458 -0.083542  0.611080  1.59726E-07  1.65239E-07  2.14193E-07
 as  33   2.095908 -0.204092  0.490530  6.55028E-09  5.91582E-09  8.78392E-09
 se  34   3.441219  0.101219  0.795841  1.52886E-07  1.75066E-07  2.05021E-07
 br  35   2.605641  0.065641  0.760263  2.25919E-08  2.49799E-08  3.02957E-08
 kr  36   3.712143  0.462143  1.156765  3.02774E-07  3.77533E-07  4.06020E-07
 rb  37   2.742884  0.382884  1.077506  3.31459E-08  4.06919E-08  4.44486E-08
 sr  38   3.871144  0.991144  1.685766  4.56551E-07  5.99554E-07  6.12235E-07
  y  39   3.268944  1.098944  1.793566  1.15776E-07  1.52732E-07  1.55255E-07
 zr  40   3.683636  1.153636  1.848258  3.08665E-07  4.07989E-07  4.13919E-07
 nb  41   2.490757  1.080757  1.775379  2.01624E-08  2.65797E-08  2.70378E-08
 mo  42   2.932528  0.992527  1.687150  5.75796E-08  7.60014E-08  7.72143E-08
 ru  44   2.656311  0.896311  1.590933  3.21126E-08  4.22376E-08  4.30630E-08
 rh  45   1.580324  0.520324  1.214946  2.74478E-09  3.45406E-09  3.68075E-09
 pd  46   2.659934  1.009934  1.704556  3.40957E-08  4.49265E-08  4.57223E-08
 ag  47   1.853489  0.653489  1.348111  5.39665E-09  6.90890E-09  7.23691E-09
 cd  48   2.842278  1.132277  1.826900  5.48060E-08  7.24855E-08  7.34949E-08
 in  49   1.700825  0.940825  1.635447  4.04183E-09  5.29876E-09  5.42009E-09
 sn  50   3.291072  1.221072  1.915694  1.62668E-07  2.15820E-07  2.18137E-07
 sb  51   1.772038  0.762038  1.456660  5.04993E-09  6.63519E-09  6.77195E-09
 te  52   2.899421  0.719421  1.414043  7.09599E-08  9.38941E-08  9.51572E-08
  i  53   1.750813  0.200814  0.895436  5.01224E-09  5.85752E-09  6.72141E-09
 xe  54   3.013820  0.773820  1.468442  9.50174E-08  1.23399E-07  1.27418E-07
 cs  55   1.825438  0.745438  1.440060  6.23334E-09  8.05234E-09  8.35891E-09
 ba  56   3.828294  1.648294  2.342916  6.48324E-07  8.65422E-07  8.69402E-07
 la  57   2.818938  1.648938  2.343560  6.41802E-08  8.56719E-08  8.60657E-08
 ce  58   3.295367  1.715367  2.409989  1.93908E-07  2.59013E-07  2.60031E-07
 pr  59   2.251131  1.491131  2.185753  1.76120E-08  2.34621E-08  2.36177E-08
 nd  60   3.047958  1.597958  2.292580  1.12924E-07  1.50695E-07  1.51431E-07
 sm  62   2.248676  1.308676  2.003298  1.86875E-08  2.48735E-08  2.50599E-08
 eu  63   1.167223  0.657223  1.351845  1.56569E-09  2.00524E-09  2.09959E-09
 gd  64   2.085516  1.035516  1.730138  1.34230E-08  1.76617E-08  1.80002E-08
 tb  65   1.063748  0.743748  1.438370  1.29027E-09  1.66655E-09  1.73026E-09
 dy  66   2.218770  1.088770  1.783392  1.88523E-08  2.48611E-08  2.52810E-08
 ho  67   1.192644  0.722644  1.417266  1.80171E-09  2.32271E-09  2.41610E-09
 er  68   2.061069  1.141068  1.835690  1.34958E-08  1.78357E-08  1.80979E-08
 tm  69   1.112531  0.992531  1.687153  1.53458E-09  2.01514E-09  2.05787E-09
 yb  70   2.373934  1.453934  2.148556  2.86961E-08  3.82415E-08  3.84814E-08
 lu  71   1.419025  1.329025  2.023647  3.21903E-09  4.27541E-09  4.31671E-09
 hf  72   2.359664  1.649664  2.344286  2.86431E-08  3.82350E-08  3.84104E-08
 ta  73   1.443989  1.563989  2.258611  3.52603E-09  4.70207E-09  4.72840E-09
  w  74   2.291794  1.641794  2.336416  2.52334E-08  3.36807E-08  3.38380E-08
 re  75   1.347952  1.087952  1.782574  2.90864E-09  3.83548E-09  3.90049E-09
 os  76   2.280489  0.930489  1.625111  2.54396E-08  3.32975E-08  3.41145E-08
 ir  77   1.476928  0.156928  0.851550  4.04075E-09  4.64813E-09  5.41865E-09
 pt  78   2.257713  0.637713  1.332335  2.47551E-08  3.17483E-08  3.31965E-08
 au  79   1.475906  0.675906  1.370528  4.13088E-09  5.30106E-09  5.53950E-09
 hg  80   2.767860  1.597860  2.292482  8.23971E-08  1.09965E-07  1.10495E-07
 tl  81   2.439549  1.669549  2.364172  3.94218E-08  5.26337E-08  5.28646E-08
 pb  82   4.063202  2.023202  2.717824  1.68010E-06  2.24865E-06  2.25301E-06
 bi  83   2.049306  1.399306  2.093928  1.64117E-08  2.18290E-08  2.20081E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.7708   1.7759   2.3655   0.5896   0.3523
# Initial mass = 2.250, Z =  0.0028, Y =  0.250, M_mix = 2.00E-03
# Final mass = 0.664, Mass expelled =   1.5860
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  6.97377E-01 -8.84477E-02  1.10604E+00
 he   2  11.022846  0.092846  0.780287  2.91903E-01  6.61789E-02  4.62959E-01
  c   6   9.145628  0.675628  1.363069  1.16202E-02  1.76253E-02  1.84297E-02
  n   7   7.637254 -0.232746  0.454695  4.20345E-04  4.31049E-04  6.66668E-04
  o   8   8.149313 -0.580687  0.106754  1.56104E-03  5.52358E-04  2.47581E-03
  f   9   5.295099  0.835099  1.522540  2.59307E-06  3.98829E-06  4.11261E-06
 ne  10   8.146051  0.176052  0.863492  1.95425E-03  2.67209E-03  3.09944E-03
 na  11   6.346564  0.036564  0.724005  3.53273E-05  4.53775E-05  5.60291E-05
 mg  12   7.019733 -0.620266  0.067174  1.75969E-04  3.83439E-05  2.79087E-04
 al  13   5.851012 -0.618988  0.068453  1.32463E-05  2.93940E-06  2.10086E-05
 si  14   6.867282 -0.682718  0.004723  1.43146E-04  9.01549E-07  2.27030E-04
  p  15   4.879169 -0.590830  0.096611  1.62246E-06  4.98970E-07  2.57322E-06
  s  16   6.473953 -0.686047  0.001394  6.60680E-05 -3.86681E-07  1.04784E-04
 cl  17   4.584812 -0.645188  0.042253  9.42914E-07  1.29259E-07  1.49546E-06
 ar  18   5.751919 -0.688081 -0.000640  1.56107E-05 -2.07625E-07  2.47585E-05
  k  19   4.407795 -0.672205  0.015236  6.91762E-07  3.19051E-08  1.09714E-06
 ca  20   5.601474 -0.688526 -0.001085  1.10761E-05 -1.65146E-07  1.75667E-05
 sc  21   2.481621 -0.568379  0.119062  9.42793E-09  3.50681E-09  1.49527E-08
 ti  22   4.253036 -0.656964  0.030477  5.93034E-07  5.76758E-08  9.40551E-07
  v  23   3.269027 -0.690973 -0.003532  6.54802E-08 -1.30854E-09  1.03852E-07
 cr  24   4.935346 -0.704654 -0.017213  3.09972E-06 -1.03769E-08  4.91616E-06
 mn  25   4.814340 -0.665660  0.021780  2.47868E-06  1.66386E-07  3.93118E-06
 fe  26   6.852559 -0.687441  0.000000  2.75138E-04 -3.01690E-06  4.36369E-04
 co  27   4.330964 -0.539036  0.148405  8.73635E-07  3.94253E-07  1.38558E-06
 ni  28   5.519568 -0.680431  0.007010  1.34327E-05  1.95978E-07  2.13042E-05
 cu  29   3.730840 -0.519160  0.168281  2.36557E-07  1.18760E-07  3.75180E-07
 zn  30   4.044998 -0.585002  0.102439  5.01930E-07  1.62913E-07  7.96061E-07
 ga  31   2.785933 -0.294066  0.393374  2.94657E-08  2.77114E-08  4.67326E-08
 ge  32   3.292130 -0.287870  0.399570  9.84720E-08  9.82786E-08  1.56177E-07
 as  33   1.920924 -0.379076  0.308365  4.32057E-09  3.46032E-09  6.85243E-09
 se  34   3.206703 -0.133297  0.554144  8.79261E-08  1.04023E-07  1.39451E-07
 br  35   2.380886 -0.159114  0.528327  1.32881E-08  1.47880E-08  2.10749E-08
 kr  36   3.316707  0.066707  0.754148  1.20212E-07  1.56964E-07  1.90656E-07
 rb  37   2.457161  0.097161  0.784602  1.69423E-08  2.24275E-08  2.68705E-08
 sr  38   3.609607  0.729607  1.417048  2.46728E-07  3.76312E-07  3.91310E-07
  y  39   2.998895  0.828895  1.516335  6.13526E-08  9.43211E-08  9.73052E-08
 zr  40   3.403708  0.873708  1.561149  1.59891E-07  2.46573E-07  2.53587E-07
 nb  41   2.207305  0.797305  1.484746  1.03599E-08  1.58890E-08  1.64308E-08
 mo  42   2.646144  0.706144  1.393585  2.93867E-08  4.51729E-08  4.66073E-08
 ru  44   2.362251  0.602251  1.289692  1.61020E-08  2.45616E-08  2.55378E-08
 rh  45   1.303840  0.243840  0.931281  1.43314E-09  2.00485E-09  2.27296E-09
 pd  46   2.366778  0.716778  1.404219  1.71321E-08  2.62302E-08  2.71714E-08
 ag  47   1.571541  0.371541  1.058982  2.78254E-09  4.02518E-09  4.41311E-09
 cd  48   2.548555  0.838555  1.525996  2.75024E-08  4.24250E-08  4.36189E-08
 in  49   1.410811  0.650811  1.338252  2.04564E-09  3.10090E-09  3.24439E-09
 sn  50   2.989217  0.919217  1.606658  8.01146E-08  1.24321E-07  1.27062E-07
 sb  51   1.469178  0.459178  1.146619  2.48136E-09  3.77370E-09  3.93544E-09
 te  52   2.592286  0.412286  1.099727  3.45259E-08  5.32641E-08  5.47580E-08
  i  53   1.491800 -0.058200  0.629241  2.72448E-09  3.29930E-09  4.32102E-09
 xe  54   2.723011  0.483011  1.170452  4.80020E-08  7.13776E-08  7.61312E-08
 cs  55   1.538195  0.458195  1.145635  3.17500E-09  4.67297E-09  5.03555E-09
 ba  56   3.571907  1.391907  2.079348  3.54545E-07  5.57601E-07  5.62308E-07
 la  57   2.579720  1.409720  2.097160  3.65130E-08  5.74438E-08  5.79096E-08
 ce  58   3.106414  1.526414  2.213855  1.23854E-07  1.95229E-07  1.96432E-07
 pr  59   2.071246  1.311246  1.998687  1.14865E-08  1.80337E-08  1.82177E-08
 nd  60   2.868948  1.418948  2.106389  7.37974E-08  1.16172E-07  1.17043E-07
 sm  62   2.071536  1.131536  1.818977  1.22653E-08  1.92323E-08  1.94527E-08
 eu  63   1.006512  0.496512  1.183953  1.06723E-09  1.58105E-09  1.69263E-09
 gd  64   1.923525  0.873525  1.560966  9.12270E-09  1.40682E-08  1.44686E-08
 tb  65   0.903913  0.583914  1.271354  8.81278E-10  1.32236E-09  1.39771E-09
 dy  66   2.055764  0.925764  1.613205  1.27828E-08  1.97768E-08  2.02735E-08
 ho  67   1.035435  0.565435  1.252876  1.23806E-09  1.85311E-09  1.96356E-09
 er  68   1.913931  0.993931  1.681372  9.49135E-09  1.47431E-08  1.50533E-08
 tm  69   0.956379  0.836379  1.523820  1.05707E-09  1.62598E-09  1.67651E-09
 yb  70   2.226363  1.306363  1.993804  2.01612E-08  3.16920E-08  3.19757E-08
 lu  71   1.267621  1.177621  1.865062  2.24173E-09  3.50655E-09  3.55539E-09
 hf  72   2.222489  1.512489  2.199930  2.06116E-08  3.24826E-08  3.26899E-08
 ta  73   1.308786  1.428786  2.116227  2.54887E-09  4.01136E-09  4.04251E-09
  w  74   2.156858  1.506858  2.194299  1.82518E-08  2.87613E-08  2.89474E-08
 re  75   1.223636  0.963636  1.651077  2.15595E-09  3.34245E-09  3.41934E-09
 os  76   2.146140  0.796140  1.483581  1.84258E-08  2.82572E-08  2.92234E-08
 ir  77   1.363881  0.043881  0.731322  3.07384E-09  3.96382E-09  4.87511E-09
 pt  78   2.127731  0.507731  1.195172  1.81112E-08  2.70115E-08  2.87244E-08
 au  79   1.347446  0.547446  1.234887  3.03283E-09  4.52807E-09  4.81007E-09
 hg  80   2.644660  1.474660  2.162101  6.12318E-08  9.64876E-08  9.71136E-08
 tl  81   2.341188  1.571188  2.258629  3.10199E-08  4.89245E-08  4.91976E-08
 pb  82   4.013128  1.973128  2.660569  1.47749E-06  2.33815E-06  2.34330E-06
 bi  83   1.956844  1.306844  1.994285  1.30905E-08  2.05498E-08  2.07616E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.7765   1.4982   2.1301   0.6319   0.5304
# Initial mass = 2.500, Z =  0.0028, Y =  0.250, M_mix = 2.00E-03
# Final mass = 0.679, Mass expelled =   1.8210
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  6.89613E-01 -1.15691E-01  1.25579E+00
 he   2  11.036227  0.106227  0.789622  2.97686E-01  8.65140E-02  5.42086E-01
  c   6   9.205062  0.735062  1.418457  1.31761E-02  2.30701E-02  2.39936E-02
  n   7   7.684986 -0.185014  0.498382  4.63956E-04  5.74332E-04  8.44863E-04
  o   8   8.138668 -0.591331  0.092064  1.50628E-03  5.34492E-04  2.74294E-03
  f   9   5.430399  0.970399  1.653794  3.50148E-06  6.23345E-06  6.37620E-06
 ne  10   8.219782  0.249782  0.933177  2.29007E-03  3.67955E-03  4.17021E-03
 na  11   6.377863  0.067863  0.751258  3.75446E-05  5.61388E-05  6.83687E-05
 mg  12   7.051706 -0.588294  0.095102  1.87304E-04  6.46663E-05  3.41081E-04
 al  13   5.885586 -0.584414  0.098982  1.41842E-05  5.08296E-06  2.58295E-05
 si  14   6.873386 -0.676614  0.006782  1.43556E-04  1.78168E-06  2.61416E-04
  p  15   4.902799 -0.567201  0.116195  1.69411E-06  7.03377E-07  3.08497E-06
  s  16   6.478158 -0.681842  0.001553  6.59681E-05 -6.25980E-07  1.20128E-04
 cl  17   4.597300 -0.632700  0.050695  9.59618E-07  1.78831E-07  1.74746E-06
 ar  18   5.755653 -0.684347 -0.000951  1.55702E-05 -3.12128E-07  2.83533E-05
  k  19   4.415690 -0.664310  0.019086  6.96611E-07  4.54612E-08  1.26853E-06
 ca  20   5.604824 -0.685176 -0.001781  1.10376E-05 -2.59723E-07  2.00995E-05
 sc  21   2.532086 -0.517914  0.165482  1.04718E-08  5.92722E-09  1.90691E-08
 ti  22   4.260921 -0.649079  0.034316  5.97176E-07  7.37650E-08  1.08746E-06
  v  23   3.271727 -0.688273 -0.004878  6.51550E-08 -2.09460E-09  1.18647E-07
 cr  24   4.939734 -0.700266 -0.016870  3.09635E-06 -1.80676E-08  5.63844E-06
 mn  25   4.820069 -0.659931  0.023464  2.48363E-06  2.00057E-07  4.52269E-06
 fe  26   6.856605 -0.683395  0.000000  2.74621E-04 -4.40492E-06  5.00086E-04
 co  27   4.398771 -0.471229  0.212166  1.00989E-06  7.00794E-07  1.83901E-06
 ni  28   5.527890 -0.672110  0.011285  1.35401E-05  4.20607E-07  2.46565E-05
 cu  29   3.797418 -0.452582  0.230813  2.72679E-07  2.02135E-07  4.96548E-07
 zn  30   4.078004 -0.551996  0.131400  5.35534E-07  2.48245E-07  9.75208E-07
 ga  31   2.855317 -0.224683  0.458713  3.41852E-08  4.04116E-08  6.22512E-08
 ge  32   3.375712 -0.204288  0.479108  1.18041E-07  1.48476E-07  2.14953E-07
 as  33   1.998336 -0.301664  0.381731  5.10612E-09  5.40352E-09  9.29824E-09
 se  34   3.313277 -0.026723  0.656673  1.11130E-07  1.61690E-07  2.02367E-07
 br  35   2.483266 -0.056734  0.626661  1.66334E-08  2.30709E-08  3.02894E-08
 kr  36   3.443718  0.193718  0.877113  1.59256E-07  2.51322E-07  2.90006E-07
 rb  37   2.680762  0.320762  1.004158  2.80357E-08  4.59516E-08  5.10530E-08
 sr  38   3.696565  0.816565  1.499960  2.98067E-07  5.25559E-07  5.42779E-07
  y  39   3.100128  0.930128  1.613523  7.65957E-08  1.36055E-07  1.39481E-07
 zr  40   3.507032  0.977032  1.660428  2.00580E-07  3.57203E-07  3.65256E-07
 nb  41   2.329206  0.919207  1.602602  1.35642E-08  2.40783E-08  2.47005E-08
 mo  42   2.757802  0.817802  1.501197  3.75791E-08  6.67846E-08  6.84316E-08
 ru  44   2.436523  0.676523  1.359919  1.88926E-08  3.32825E-08  3.44034E-08
 rh  45   1.382270  0.322270  1.005665  1.69768E-09  2.78365E-09  3.09148E-09
 pd  46   2.460518  0.810518  1.493913  2.10226E-08  3.72015E-08  3.82822E-08
 ag  47   1.662502  0.462502  1.145898  3.39266E-09  5.73263E-09  6.17804E-09
 cd  48   2.656834  0.946834  1.630229  3.48970E-08  6.21767E-08  6.35474E-08
 in  49   1.523967  0.763967  1.447362  2.62496E-09  4.61530E-09  4.78005E-09
 sn  50   3.115447  1.045447  1.728842  1.05945E-07  1.89778E-07  1.92926E-07
 sb  51   1.596480  0.586480  1.269876  3.28951E-09  5.80449E-09  5.99020E-09
 te  52   2.717397  0.537397  1.220792  4.55400E-08  8.12130E-08  8.29283E-08
  i  53   1.596545  0.046545  0.729941  3.42899E-09  5.07109E-09  6.24420E-09
 xe  54   2.862538  0.622538  1.305934  6.54523E-08  1.13731E-07  1.19189E-07
 cs  55   1.669236  0.589236  1.272632  4.24545E-09  7.31466E-09  7.73096E-09
 ba  56   3.709362  1.529362  2.212757  4.81132E-07  8.70737E-07  8.76141E-07
 la  57   2.717122  1.547122  2.230517  4.95437E-08  8.96843E-08  9.02191E-08
 ce  58   3.239573  1.659573  2.342969  1.66420E-07  3.01669E-07  3.03051E-07
 pr  59   2.216722  1.456722  2.140118  1.58783E-08  2.87031E-08  2.89143E-08
 nd  60   2.984787  1.534787  2.218182  9.52836E-08  1.72511E-07  1.73511E-07
 sm  62   2.180844  1.240844  1.924240  1.55999E-08  2.81544E-08  2.84075E-08
 eu  63   1.123782  0.613782  1.297178  1.38251E-09  2.38943E-09  2.51755E-09
 gd  64   2.046766  0.996766  1.680162  1.19813E-08  2.13582E-08  2.18179E-08
 tb  65   1.014257  0.694257  1.377653  1.12356E-09  1.95949E-09  2.04600E-09
 dy  66   2.168238  1.038238  1.721633  1.63771E-08  2.92524E-08  2.98227E-08
 ho  67   1.143321  0.673321  1.356716  1.56952E-09  2.73128E-09  2.85809E-09
 er  68   2.040631  1.120631  1.804027  1.25651E-08  2.25249E-08  2.28811E-08
 tm  69   1.061934  0.941934  1.625329  1.33289E-09  2.36918E-09  2.42720E-09
 yb  70   2.353477  1.433476  2.116872  2.67158E-08  4.83236E-08  4.86495E-08
 lu  71   1.378621  1.288621  1.972016  2.86235E-09  5.15627E-09  5.21235E-09
 hf  72   2.345424  1.635424  2.318819  2.70510E-08  4.90218E-08  4.92599E-08
 ta  73   1.417377  1.537377  2.220772  3.23650E-09  5.85792E-09  5.89367E-09
  w  74   2.281882  1.631882  2.315278  2.40696E-08  4.36170E-08  4.38307E-08
 re  75   1.349970  1.089970  1.773365  2.85175E-09  5.10476E-09  5.19304E-09
 os  76   2.250696  0.900696  1.584092  2.31804E-08  4.11022E-08  4.22115E-08
 ir  77   1.451731  0.131731  0.815126  3.72108E-09  5.72976E-09  6.77608E-09
 pt  78   2.225267  0.605267  1.288663  2.24193E-08  3.88588E-08  4.08255E-08
 au  79   1.440315  0.640315  1.323711  3.71411E-09  6.43961E-09  6.76340E-09
 hg  80   2.745764  1.575764  2.259159  7.64220E-08  1.38446E-07  1.39164E-07
 tl  81   2.478977  1.708977  2.392373  4.21277E-08  7.64009E-08  7.67145E-08
 pb  82   3.944937  1.904937  2.588332  1.24874E-06  2.26803E-06  2.27395E-06
 bi  83   1.884724  1.234724  1.918119  1.09641E-08  1.97225E-08  1.99657E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.6563   1.5913   2.2621   0.6708   0.3263
# Initial mass = 2.500, Z =  0.0028, Y =  0.250, M_mix = 4.00E-03
# Final mass = 0.679, Mass expelled =   1.8210
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  6.89548E-01 -1.15811E-01  1.25567E+00
 he   2  11.036050  0.106050  0.791157  2.97536E-01  8.62413E-02  5.41813E-01
  c   6   9.167972  0.697971  1.383079  1.20964E-02  2.11040E-02  2.20275E-02
  n   7   7.687028 -0.182971  0.502136  4.66098E-04  5.78234E-04  8.48765E-04
  o   8   8.173331 -0.556668  0.128439  1.63128E-03  7.62108E-04  2.97056E-03
  f   9   5.485727  1.025727  1.710835  3.97684E-06  7.09909E-06  7.24183E-06
 ne  10   8.378342  0.408342  1.093450  3.29888E-03  5.51660E-03  6.00726E-03
 na  11   6.647540  0.337540  1.022648  6.98527E-05  1.14972E-04  1.27202E-04
 mg  12   7.123803 -0.516197  0.168911  2.21107E-04  1.26222E-04  4.02636E-04
 al  13   5.896737 -0.573263  0.111845  1.45517E-05  5.75220E-06  2.64987E-05
 si  14   6.874513 -0.675488  0.009620  1.43915E-04  2.43573E-06  2.62070E-04
  p  15   4.972476 -0.497524  0.187584  1.98874E-06  1.23989E-06  3.62149E-06
  s  16   6.477778 -0.682221  0.002886  6.59043E-05 -7.42104E-07  1.20012E-04
 cl  17   4.598582 -0.631418  0.053690  9.62364E-07  1.83831E-07  1.75246E-06
 ar  18   5.755158 -0.684842  0.000266  1.55509E-05 -3.47143E-07  2.83183E-05
  k  19   4.417355 -0.662645  0.022463  6.99219E-07  5.02114E-08  1.27328E-06
 ca  20   5.603750 -0.686250 -0.001143  1.10093E-05 -3.11282E-07  2.00479E-05
 sc  21   2.564124 -0.485876  0.199232  1.12724E-08  7.38515E-09  2.05270E-08
 ti  22   4.275651 -0.634349  0.050758  6.17719E-07  1.11174E-07  1.12487E-06
  v  23   3.277146 -0.682854  0.002254  6.59669E-08 -6.16168E-10  1.20126E-07
 cr  24   4.939032 -0.700968 -0.015860  3.09105E-06 -2.77109E-08  5.62880E-06
 mn  25   4.816875 -0.663125  0.021983  2.46520E-06  1.66500E-07  4.48913E-06
